/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2018): Late Maastrichtian-early Eocene benthic stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. College of Engineering, Mathematics and Physical Sciences, University of Exeter, PANGAEA, https://doi.org/10.1594/PANGAEA.884585, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Barnet, James S K; Littler, Kate; Kroon, Dick; Leng, Melanie J; Westerhold, Thomas; Röhl, Ursula; Zachos, James C (2017): A new high-resolution chronology for the late Maastrichtian warming event: Establishing robust temporal links with the onset of Deccan volcanism. Geology, 46(2), 147-150, https://doi.org/10.1130/G39771.1
	Lauretano, Vittoria; Littler, Kate; Polling, M; Zachos, James C; Lourens, Lucas Joost (2015): Frequency, magnitude and character of hyperthermal events at the onset of the Early Eocene Climatic Optimum. Climate of the Past, 11(10), 1313-1324, https://doi.org/10.5194/cp-11-1313-2015
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	McCarren, H; Thomas, E; Hasegawa, Takashi; Röhl, Ursula; Zachos, James C (2008): Depth Dependency of the Paleocene-Eocene carbon isotope excursion: Paired benthic and terrestrial biomarker records (Ocean Drilling Program Leg 208, Walvis Ridge). Geochemistry, Geophysics, Geosystems, 9(10), Q10008, https://doi.org/10.1029/2008GC002116
	Stap, Lennert Bastiaan; Lourens, Lucas Joost; Thomas, E; Sluijs, Appy; Bohaty, Steven M; Zachos, James C (2010): High-resolution deep-sea carbon and oxygen isotope records of Eocene Thermal Maximum 2 and H2. Geology, 38(7), 607-610, https://doi.org/10.1130/G30777.1
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	MEDIAN LATITUDE: -27.185827 * MEDIAN LONGITUDE: 1.576993 * SOUTH-BOUND LATITUDE: -27.186000 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM DEPTH, sediment/rock: 87.7700 m * MAXIMUM DEPTH, sediment/rock: 212.6550 m
Event(s):	208-1262A * LATITUDE: -27.186000 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-26T12:40:00 * ELEVATION: -4759.0 m * PENETRATION: 161.5 m * RECOVERY: 163.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 161.5 m cored; 0 m drilled; 101.3 % recovery
	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * PENETRATION: 209.9 m * RECOVERY: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * PENETRATION: 212.5 m * RECOVERY: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Sample code/label (Sample label) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, top/min [m] (Depth top) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mbsf
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint mbsf
	Depth, composite [mcd] (Depth comp) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: this study
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: data
	δ18O, adjusted/corrected [‰] (δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: Corrected * COMMENT: corrected to Cibicidoides
	Bottom water temperature [°C] (BWT) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: Cibicidoides
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30928 data points
*/
Event	Sample label	Depth top [m]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	Reference	δ18O [‰]	BWT [°C]
208-1262C	208-1262C-13H-1,69-70	194.190	1.51	0.20	194.1950	215.2375	65732.98	Barnet et al. (2017)	0.336	8.88
208-1262C	208-1262C-13H-1,71-72	194.210	1.63	0.10	194.2150	215.2550	65740.26	Barnet et al. (2017)	0.227	9.36
208-1262B	208-1262B-22H-4,11-12	194.270	1.60	0.16	194.2750	215.2689	65746.25	Barnet et al. (2017)	0.291	9.08
208-1262C	208-1262C-13H-1,73-74	194.230	1.56	0.13	194.2350	215.2750	65748.82	Barnet et al. (2017)	0.254	9.24
208-1262C	208-1262C-13H-1,75-76	194.250	1.59	0.12	194.2550	215.2950	65757.38	Barnet et al. (2017)	0.251	9.25
208-1262C	208-1262C-13H-1,77-78	194.270	1.66	0.27	194.2750	215.3150	65765.94	Barnet et al. (2017)	0.417	8.53
208-1262C	208-1262C-13H-1,78-79	194.280	1.55	0.18	194.2850	215.3250	65770.22	Barnet et al. (2017)	0.312	8.99
208-1262C	208-1262C-13H-1,80-81	194.300	1.53	0.15	194.3050	215.3450	65778.78	Barnet et al. (2017)	0.280	9.12
208-1262C	208-1262C-13H-1,81-82	194.310	1.60	0.16	194.3150	215.3550	65783.06	Barnet et al. (2017)	0.290	9.08
208-1262C	208-1262C-13H-1,82-83	194.320	1.66	0.15	194.3250	215.3650	65787.34	Barnet et al. (2017)	0.282	9.12
208-1262C	208-1262C-13H-1,83-84	194.330	1.55	0.18	194.3350	215.3750	65791.62	Barnet et al. (2017)	0.318	8.96
208-1262C	208-1262C-13H-1,84-85	194.340	1.56	0.16	194.3450	215.3850	65795.90	Barnet et al. (2017)	0.291	9.07
208-1262C	208-1262C-13H-1,85-86	194.350	1.61	0.26	194.3550	215.3950	65800.18	Barnet et al. (2017)	0.401	8.60
208-1262C	208-1262C-13H-1,86-87	194.360	1.60	0.17	194.3650	215.4050	65804.46	Barnet et al. (2017)	0.309	9.00
208-1262C	208-1262C-13H-1,87-88	194.370	1.61	0.18	194.3750	215.4150	65808.74	Barnet et al. (2017)	0.313	8.98
208-1262C	208-1262C-13H-1,88-89	194.380	1.46	0.14	194.3850	215.4250	65813.02	Barnet et al. (2017)	0.269	9.17
208-1262C	208-1262C-13H-1,89-90	194.390	1.46	0.17	194.3950	215.4350	65817.30	Barnet et al. (2017)	0.307	9.00
208-1262C	208-1262C-13H-1,90-91	194.400	1.56	0.14	194.4050	215.4450	65821.58	Barnet et al. (2017)	0.268	9.18
208-1262C	208-1262C-13H-1,91-92	194.410	1.59	0.21	194.4150	215.4550	65825.86	Barnet et al. (2017)	0.346	8.84
208-1262C	208-1262C-13H-1,92-93	194.420	1.48	0.25	194.4250	215.4650	65829.09	Barnet et al. (2017)	0.399	8.61
208-1262C	208-1262C-13H-1,93-94	194.430	1.55	0.17	194.4350	215.4750	65831.26	Barnet et al. (2017)	0.299	9.04
208-1262C	208-1262C-13H-1,94-95	194.440	1.62	0.19	194.4450	215.4850	65833.43	Barnet et al. (2017)	0.331	8.90
208-1262C	208-1262C-13H-1,95-96	194.450	1.54	0.16	194.4550	215.4950	65835.60	Barnet et al. (2017)	0.296	9.05
208-1262C	208-1262C-13H-1,96-97	194.460	1.53	0.14	194.4650	215.5050	65837.77	Barnet et al. (2017)	0.265	9.19
208-1262C	208-1262C-13H-1,97-98	194.470	1.61	0.14	194.4750	215.5150	65839.94	Barnet et al. (2017)	0.273	9.16
208-1262C	208-1262C-13H-1,98-99	194.480	1.50	0.16	194.4850	215.5250	65842.11	Barnet et al. (2017)	0.287	9.09
208-1262C	208-1262C-13H-1,99-100	194.490	1.61	0.20	194.4950	215.5350	65844.28	Barnet et al. (2017)	0.332	8.90
208-1262C	208-1262C-13H-1,100-101	194.500	1.58	0.18	194.5050	215.5450	65846.45	Barnet et al. (2017)	0.318	8.96
208-1262C	208-1262C-13H-1,101-102	194.510	1.70	0.25	194.5150	215.5550	65848.62	Barnet et al. (2017)	0.388	8.65
208-1262C	208-1262C-13H-1,102-103	194.520	1.67	0.04	194.5250	215.5650	65850.79	Barnet et al. (2017)	0.157	9.66
208-1262C	208-1262C-13H-1,103-104	194.530	1.58	0.14	194.5350	215.5750	65852.96	Barnet et al. (2017)	0.274	9.15
208-1262C	208-1262C-13H-1,104-105	194.540	1.57	0.19	194.5450	215.5850	65855.13	Barnet et al. (2017)	0.322	8.94
208-1262C	208-1262C-13H-1,105-106	194.550	1.74	0.20	194.5550	215.5950	65857.30	Barnet et al. (2017)	0.335	8.89
208-1262C	208-1262C-13H-1,106-107	194.560	1.72	0.23	194.5650	215.6050	65859.47	Barnet et al. (2017)	0.374	8.72
208-1262C	208-1262C-13H-1,107-108	194.570	1.71	0.24	194.5750	215.6150	65861.64	Barnet et al. (2017)	0.377	8.70
208-1262C	208-1262C-13H-1,108-109	194.580	1.80	0.21	194.5850	215.6250	65863.81	Barnet et al. (2017)	0.348	8.83
208-1262C	208-1262C-13H-1,109-110	194.590	1.82	0.26	194.5950	215.6350	65865.98	Barnet et al. (2017)	0.404	8.58
208-1262C	208-1262C-13H-1,110-111	194.600	1.78	0.24	194.6050	215.6450	65868.15	Barnet et al. (2017)	0.387	8.66
208-1262C	208-1262C-13H-1,111-112	194.610	1.97	0.29	194.6150	215.6550	65870.32	Barnet et al. (2017)	0.440	8.43
208-1262C	208-1262C-13H-1,112-113	194.620	1.84	0.26	194.6250	215.6650	65872.49	Barnet et al. (2017)	0.405	8.58
208-1262C	208-1262C-13H-1,113-114	194.630	1.90	0.29	194.6350	215.6750	65874.66	Barnet et al. (2017)	0.434	8.45
208-1262C	208-1262C-13H-1,114-115	194.640	1.80	0.24	194.6450	215.6850	65876.83	Barnet et al. (2017)	0.388	8.66
208-1262C	208-1262C-13H-1,115-116	194.650	1.85	0.24	194.6550	215.6950	65879.00	Barnet et al. (2017)	0.387	8.66
208-1262C	208-1262C-13H-1,116-117	194.660	1.85	0.15	194.6650	215.7050	65881.17	Barnet et al. (2017)	0.279	9.13
208-1262C	208-1262C-13H-1,117-118	194.670	1.88	0.24	194.6750	215.7150	65883.34	Barnet et al. (2017)	0.382	8.68
208-1262C	208-1262C-13H-1,118-119	194.680	1.83	0.21	194.6850	215.7250	65885.51	Barnet et al. (2017)	0.353	8.80
208-1262C	208-1262C-13H-1,119-120	194.690	1.80	0.26	194.6950	215.7350	65887.68	Barnet et al. (2017)	0.409	8.56
208-1262C	208-1262C-13H-1,120-121	194.700	1.81	0.25	194.7050	215.7450	65889.85	Barnet et al. (2017)	0.396	8.62
208-1262C	208-1262C-13H-1,121-122	194.710	1.83	0.29	194.7150	215.7550	65892.02	Barnet et al. (2017)	0.435	8.45
208-1262C	208-1262C-13H-1,122-123	194.720	1.84	0.27	194.7250	215.7650	65894.19	Barnet et al. (2017)	0.421	8.51
208-1262C	208-1262C-13H-1,123-124	194.730	1.87	0.24	194.7350	215.7750	65896.36	Barnet et al. (2017)	0.377	8.70
208-1262C	208-1262C-13H-1,124-125	194.740	1.78	0.28	194.7450	215.7850	65898.53	Barnet et al. (2017)	0.429	8.48
208-1262C	208-1262C-13H-1,125-126	194.750	1.81	0.25	194.7550	215.7950	65900.70	Barnet et al. (2017)	0.394	8.63
208-1262C	208-1262C-13H-1,126-127	194.760	1.93	0.29	194.7650	215.8050	65902.87	Barnet et al. (2017)	0.437	8.44
208-1262C	208-1262C-13H-1,127-128	194.770	1.91	0.20	194.7750	215.8150	65905.04	Barnet et al. (2017)	0.333	8.89
208-1262C	208-1262C-13H-1,128-129	194.780	1.90	0.22	194.7850	215.8250	65907.21	Barnet et al. (2017)	0.361	8.77
208-1262C	208-1262C-13H-1,129-130	194.790	1.90	0.19	194.7950	215.8350	65909.38	Barnet et al. (2017)	0.325	8.93
208-1262C	208-1262C-13H-1,130-131	194.800	2.00	0.26	194.8050	215.8450	65911.56	Barnet et al. (2017)	0.407	8.57
208-1262C	208-1262C-13H-1,131-132	194.810	1.94	0.24	194.8150	215.8550	65913.73	Barnet et al. (2017)	0.385	8.67
208-1262C	208-1262C-13H-1,132-133	194.820	2.05	0.31	194.8250	215.8650	65915.90	Barnet et al. (2017)	0.463	8.33
208-1262C	208-1262C-13H-1,133-134	194.830	1.96	0.20	194.8350	215.8750	65918.07	Barnet et al. (2017)	0.336	8.88
208-1262C	208-1262C-13H-1,134-135	194.840	1.99	0.25	194.8450	215.8850	65920.24	Barnet et al. (2017)	0.393	8.63
208-1262C	208-1262C-13H-1,135-136	194.850	1.99	0.28	194.8550	215.8950	65922.41	Barnet et al. (2017)	0.423	8.50
208-1262C	208-1262C-13H-1,137-138	194.870	1.99	0.24	194.8750	215.9150	65926.75	Barnet et al. (2017)	0.382	8.68
208-1262C	208-1262C-13H-1,138-139	194.880	1.98	0.28	194.8850	215.9250	65928.92	Barnet et al. (2017)	0.429	8.48
208-1262C	208-1262C-13H-1,139-140	194.890	1.92	0.22	194.8950	215.9350	65930.92	Barnet et al. (2017)	0.361	8.77
208-1262C	208-1262C-13H-1,140-141	194.900	1.89	0.25	194.9050	215.9450	65932.74	Barnet et al. (2017)	0.394	8.63
208-1262C	208-1262C-13H-1,141-142	194.910	1.93	0.25	194.9150	215.9550	65934.57	Barnet et al. (2017)	0.396	8.62
208-1262C	208-1262C-13H-1,142-143	194.920	1.98	0.29	194.9250	215.9650	65936.40	Barnet et al. (2017)	0.440	8.43
208-1262C	208-1262C-13H-1,143-144	194.930	2.08	0.33	194.9350	215.9750	65938.23	Barnet et al. (2017)	0.479	8.26
208-1262C	208-1262C-13H-1,144-145	194.940	1.98	0.26	194.9450	215.9850	65940.06	Barnet et al. (2017)	0.406	8.58
208-1262C	208-1262C-13H-1,146-147	194.960	2.07	0.30	194.9650	216.0050	65943.72	Barnet et al. (2017)	0.453	8.37
208-1262C	208-1262C-13H-2,0-1	195.000	2.11	0.32	195.0050	216.0450	65951.03	Barnet et al. (2017)	0.471	8.30
208-1262C	208-1262C-13H-2,1-2	195.010	2.09	0.26	195.0150	216.0550	65952.86	Barnet et al. (2017)	0.409	8.56
208-1262C	208-1262C-13H-2,2-3	195.020	1.97	0.22	195.0250	216.0650	65954.69	Barnet et al. (2017)	0.363	8.76
208-1262C	208-1262C-13H-2,3-4	195.030	2.11	0.27	195.0350	216.0750	65956.52	Barnet et al. (2017)	0.415	8.54
208-1262C	208-1262C-13H-2,4-5	195.040	2.14	0.31	195.0450	216.0850	65958.35	Barnet et al. (2017)	0.457	8.36
208-1262C	208-1262C-13H-2,5-6	195.050	2.09	0.28	195.0550	216.0950	65960.17	Barnet et al. (2017)	0.430	8.47
208-1262C	208-1262C-13H-2,6-7	195.060	2.04	0.28	195.0650	216.1050	65962.00	Barnet et al. (2017)	0.424	8.50
208-1262C	208-1262C-13H-2,8-9	195.080	2.11	0.26	195.0850	216.1250	65965.66	Barnet et al. (2017)	0.401	8.60
208-1262C	208-1262C-13H-2,9-10	195.090	2.15	0.29	195.0950	216.1350	65967.49	Barnet et al. (2017)	0.434	8.46
208-1262C	208-1262C-13H-2,10-11	195.100	1.91	0.20	195.1050	216.1450	65969.32	Barnet et al. (2017)	0.341	8.86
208-1262C	208-1262C-13H-2,12-13	195.120	2.06	0.24	195.1250	216.1650	65972.97	Barnet et al. (2017)	0.379	8.69
208-1262C	208-1262C-13H-2,14-15	195.140	2.16	0.35	195.1450	216.1850	65976.63	Barnet et al. (2017)	0.505	8.15
208-1262C	208-1262C-13H-2,16-17	195.160	2.07	0.27	195.1650	216.2050	65980.29	Barnet et al. (2017)	0.415	8.54
208-1262C	208-1262C-13H-2,18-19	195.180	2.28	0.39	195.1850	216.2250	65983.95	Barnet et al. (2017)	0.551	7.95
208-1262C	208-1262C-13H-2,20-21	195.200	2.28	0.41	195.2050	216.2450	65987.60	Barnet et al. (2017)	0.574	7.85
208-1262C	208-1262C-13H-2,22-23	195.220	2.29	0.37	195.2250	216.2650	65991.26	Barnet et al. (2017)	0.523	8.07
208-1262C	208-1262C-13H-2,24-25	195.240	2.25	0.36	195.2450	216.2850	65994.33	Barnet et al. (2017)	0.514	8.11
208-1262C	208-1262C-13H-2,26-27	195.260	2.29	0.43	195.2650	216.3050	65995.63	Barnet et al. (2017)	0.591	7.77
208-1262C	208-1262C-13H-2,28-29	195.280	2.21	0.50	195.2850	216.3250	65996.93	Barnet et al. (2017)	0.669	7.44
208-1262C	208-1262C-13H-2,30-31	195.300	2.27	0.44	195.3050	216.3450	65998.24	Barnet et al. (2017)	0.601	7.73
208-1262C	208-1262C-13H-2,32-33	195.320	2.31	0.37	195.3250	216.3650	65999.54	Barnet et al. (2017)	0.523	8.07
208-1262C	208-1262C-13H-2,34-35	195.340	2.35	0.43	195.3450	216.3850	66000.84	Barnet et al. (2017)	0.594	7.76
208-1262C	208-1262C-13H-2,36-37	195.360	2.25	0.32	195.3650	216.4050	66002.14	Barnet et al. (2017)	0.467	8.31
208-1262C	208-1262C-13H-2,38-39	195.380	2.22	0.32	195.3850	216.4250	66003.45	Barnet et al. (2017)	0.475	8.28
208-1262C	208-1262C-13H-2,42-43	195.420	2.12	0.30	195.4250	216.4650	66006.05	Barnet et al. (2017)	0.446	8.40
208-1262C	208-1262C-13H-2,44-45	195.440	2.29	0.30	195.4450	216.4850	66007.35	Barnet et al. (2017)	0.454	8.37
208-1262C	208-1262C-13H-2,47-48	195.470	2.30	0.33	195.4750	216.5150	66009.31	Barnet et al. (2017)	0.484	8.24
208-1262C	208-1262C-13H-2,49-50	195.490	2.32	0.37	195.4950	216.5350	66010.61	Barnet et al. (2017)	0.526	8.06
208-1262C	208-1262C-13H-2,51-52	195.510	2.26	0.25	195.5150	216.5550	66011.91	Barnet et al. (2017)	0.397	8.62
208-1262C	208-1262C-13H-2,54-55	195.540	2.28	0.39	195.5450	216.5850	66013.86	Barnet et al. (2017)	0.549	7.96
208-1262C	208-1262C-13H-2,56-57	195.560	2.29	0.33	195.5650	216.6050	66015.17	Barnet et al. (2017)	0.487	8.22
208-1262C	208-1262C-13H-2,58-59	195.580	2.23	0.30	195.5850	216.6250	66016.47	Barnet et al. (2017)	0.447	8.40
208-1262C	208-1262C-13H-2,60-61	195.600	2.16	0.24	195.6050	216.6450	66017.77	Barnet et al. (2017)	0.380	8.69
208-1262C	208-1262C-13H-2,61-62	195.610	2.25	0.24	195.6150	216.6550	66018.42	Barnet et al. (2017)	0.380	8.69
208-1262C	208-1262C-13H-2,69-70	195.690	2.13	0.34	195.6950	216.7350	66023.94	Barnet et al. (2017)	0.500	8.17
208-1262C	208-1262C-13H-2,78-79	195.780	2.04	0.47	195.7850	216.8250	66030.91	Barnet et al. (2017)	0.646	7.54
208-1262C	208-1262C-13H-2,79-80	195.790	2.03	0.49	195.7950	216.8350	66031.68	Barnet et al. (2017)	0.665	7.46
208-1262C	208-1262C-13H-2,101-102	196.010	2.08	0.44	196.0150	217.0550	66048.71	Barnet et al. (2017)	0.612	7.69
208-1262C	208-1262C-13H-2,107-108	196.070	2.01	0.42	196.0750	217.1150	66053.36	Barnet et al. (2017)	0.585	7.80
208-1262C	208-1262C-13H-2,113-114	196.130	1.94	0.38	196.1350	217.1750	66058.00	Barnet et al. (2017)	0.539	8.00
208-1262C	208-1262C-13H-2,119-120	196.190	1.92	0.37	196.1950	217.2350	66062.65	Barnet et al. (2017)	0.533	8.03
208-1262C	208-1262C-13H-2,125-126	196.250	1.83	0.32	196.2550	217.2950	66067.29	Barnet et al. (2017)	0.474	8.28
208-1262C	208-1262C-13H-2,137-138	196.370	1.86	0.37	196.3750	217.4150	66076.58	Barnet et al. (2017)	0.526	8.05
208-1262C	208-1262C-13H-2,146-147	196.460	1.79	0.10	196.4650	217.5050	66083.55	Barnet et al. (2017)	0.228	9.35
208-1262C	208-1262C-13H-3,6-7	196.560	1.92	0.32	196.5650	217.6050	66091.29	Barnet et al. (2017)	0.475	8.28
208-1262C	208-1262C-13H-3,18-19	196.680	1.70	0.14	196.6850	217.7250	66100.58	Barnet et al. (2017)	0.270	9.17
208-1262C	208-1262C-13H-3,24-25	196.740	1.81	0.24	196.7450	217.7850	66105.23	Barnet et al. (2017)	0.385	8.67
208-1262C	208-1262C-13H-3,30-31	196.800	1.86	0.26	196.8050	217.8450	66109.87	Barnet et al. (2017)	0.406	8.58
208-1262C	208-1262C-13H-3,36-37	196.860	1.93	0.26	196.8650	217.9050	66114.52	Barnet et al. (2017)	0.400	8.60
208-1262C	208-1262C-13H-3,48-49	196.980	1.67	0.14	196.9850	218.0250	66123.81	Barnet et al. (2017)	0.265	9.19
208-1262C	208-1262C-13H-3,57-58	197.070	1.79	0.10	197.0750	218.1150	66130.77	Barnet et al. (2017)	0.227	9.36
208-1262C	208-1262C-13H-3,66-67	197.160	1.64	-0.04	197.1650	218.2050	66137.74	Barnet et al. (2017)	0.071	10.04
208-1262C	208-1262C-13H-3,96-97	197.460	1.70	-0.04	197.4650	218.5050	66153.19	Barnet et al. (2017)	0.063	10.08
208-1262C	208-1262C-13H-3,102-103	197.520	1.85	-0.03	197.5250	218.5650	66155.93	Barnet et al. (2017)	0.074	10.02
208-1262C	208-1262C-13H-3,111-112	197.610	1.91	0.03	197.6150	218.6550	66160.04	Barnet et al. (2017)	0.143	9.72
208-1262C	208-1262C-13H-3,120-121	197.700	1.87	-0.07	197.7050	218.7450	66164.15	Barnet et al. (2017)	0.035	10.20
208-1262C	208-1262C-13H-3,126-127	197.760	1.77	-0.12	197.7650	218.8050	66166.89	Barnet et al. (2017)	-0.027	10.47
208-1262C	208-1262C-13H-3,132-133	197.820	1.68	-0.09	197.8250	218.8650	66169.63	Barnet et al. (2017)	0.010	10.31
208-1262C	208-1262C-13H-3,138-139	197.880	1.68	-0.04	197.8850	218.9250	66172.38	Barnet et al. (2017)	0.068	10.05
208-1262C	208-1262C-13H-3,141-142	197.910	1.64	-0.06	197.9150	218.9550	66173.75	Barnet et al. (2017)	0.048	10.14
208-1262C	208-1262C-13H-4,3-4	198.030	1.67	-0.09	198.0350	219.0750	66179.23	Barnet et al. (2017)	0.013	10.29
208-1262C	208-1262C-13H-4,6-7	198.060	1.72	-0.08	198.0650	219.1050	66180.60	Barnet et al. (2017)	0.019	10.27
208-1262C	208-1262C-13H-4,12-13	198.120	1.70	0.01	198.1250	219.1650	66183.34	Barnet et al. (2017)	0.122	9.82
208-1262C	208-1262C-13H-4,15-16	198.150	1.77	-0.15	198.1550	219.1950	66184.71	Barnet et al. (2017)	-0.053	10.59
208-1262C	208-1262C-13H-4,21-22	198.210	1.69	-0.18	198.2150	219.2550	66187.45	Barnet et al. (2017)	-0.087	10.74
208-1262C	208-1262C-13H-4,27-28	198.270	1.63	-0.26	198.2750	219.3150	66190.19	Barnet et al. (2017)	-0.182	11.16
208-1262C	208-1262C-13H-4,36-37	198.360	1.56	-0.15	198.3650	219.4050	66194.30	Barnet et al. (2017)	-0.051	10.58
208-1262C	208-1262C-13H-4,42-43	198.420	1.59	-0.17	198.4250	219.4650	66197.04	Barnet et al. (2017)	-0.073	10.68
208-1262C	208-1262C-13H-4,45-46	198.450	1.58	-0.10	198.4550	219.4950	66198.41	Barnet et al. (2017)	-0.001	10.36
208-1262C	208-1262C-13H-4,51-52	198.510	1.79	-0.07	198.5150	219.5550	66201.15	Barnet et al. (2017)	0.031	10.22
208-1262C	208-1262C-13H-4,57-58	198.570	1.80	-0.11	198.5750	219.6150	66203.89	Barnet et al. (2017)	-0.010	10.40
208-1262C	208-1262C-13H-4,63-64	198.630	1.81	-0.15	198.6350	219.6750	66206.63	Barnet et al. (2017)	-0.054	10.59
208-1262C	208-1262C-13H-4,66-67	198.660	1.50	-0.29	198.6650	219.7050	66208.00	Barnet et al. (2017)	-0.210	11.28
208-1262C	208-1262C-13H-4,72-73	198.720	1.69	-0.27	198.7250	219.7650	66210.75	Barnet et al. (2017)	-0.194	11.21
208-1262C	208-1262C-13H-4,78-79	198.780	1.60	-0.32	198.7850	219.8250	66213.49	Barnet et al. (2017)	-0.242	11.42
208-1262C	208-1262C-13H-4,87-88	198.870	1.39	-0.30	198.8750	219.9150	66217.60	Barnet et al. (2017)	-0.229	11.37
208-1262C	208-1262C-13H-4,93-94	198.930	1.50	-0.27	198.9350	219.9750	66220.34	Barnet et al. (2017)	-0.193	11.21
208-1262C	208-1262C-13H-4,99-100	198.990	1.48	-0.26	198.9950	220.0350	66223.08	Barnet et al. (2017)	-0.177	11.14
208-1262C	208-1262C-13H-4,102-103	199.020	1.44	-0.20	199.0250	220.0650	66224.45	Barnet et al. (2017)	-0.110	10.84
208-1262C	208-1262C-13H-4,108-109	199.080	1.50	-0.16	199.0850	220.1250	66227.19	Barnet et al. (2017)	-0.072	10.67
208-1262C	208-1262C-13H-4,111-112	199.110	1.59	-0.26	199.1150	220.1550	66228.56	Barnet et al. (2017)	-0.183	11.16
208-1262C	208-1262C-13H-4,117-118	199.170	1.59	-0.33	199.1750	220.2150	66231.30	Barnet et al. (2017)	-0.259	11.50
208-1262C	208-1262C-13H-4,120-121	199.200	1.53	-0.32	199.2050	220.2450	66232.67	Barnet et al. (2017)	-0.251	11.47
