/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209B-24H-3,104-106	218.14	242.752	61057.293	0.8740	0.5080						Westerhold et al. 2011
198-1209B-24H-3,108-110	218.18	242.795	61069.848	0.7600	0.3980						Westerhold et al. 2011
198-1209B-24H-3,140-142	218.50	243.130	61167.660	0.8330	0.2550						Westerhold et al. 2011
198-1209B-24H-3,144-146	218.54	243.170	61179.339	0.7840	0.3230						Westerhold et al. 2011
198-1209B-24H-3,148-150	218.58	243.210	61191.018	0.9330	0.4620						Westerhold et al. 2011
198-1209B-24H-4,2-4	218.62	243.250	61204.329	0.7950	0.2380						Westerhold et al. 2011
198-1209B-24H-4,6-8	218.66	243.290	61217.640	0.7880	0.2590						Westerhold et al. 2011
198-1209B-24H-4,10-12	218.70	243.330	61230.951	0.7310	0.2290						Westerhold et al. 2011
198-1209B-24H-4,14-16	218.74	243.370	61244.262	0.8350	0.3930						Westerhold et al. 2011
198-1209B-24H-4,26-28	218.86	243.490	61284.195	0.8370	0.3490						Westerhold et al. 2011
198-1209B-24H-4,30-32	218.90	243.530	61297.506	0.8250	0.4020						Westerhold et al. 2011
198-1209B-24H-4,34-36	218.94	243.570	61310.818	0.8340	0.3470						Westerhold et al. 2011
198-1209B-24H-4,38-40	218.98	243.610	61324.129	0.9260	0.3020						Westerhold et al. 2011
198-1209B-24H-4,42-44	219.02	243.650	61337.440	0.8070	0.2110						Westerhold et al. 2011
198-1209B-24H-4,46-48	219.06	243.690	61350.751	0.8130	0.2320						Westerhold et al. 2011
198-1209B-24H-4,50-52	219.10	243.730	61364.062	0.9430	0.2600						Westerhold et al. 2011
198-1209B-24H-4,54-56	219.14	243.770	61377.373	1.0270	0.3540						Westerhold et al. 2011
198-1209B-24H-4,58-60	219.18	243.810	61383.930	1.0760	0.2910						Westerhold et al. 2011
198-1209B-24H-4,62-64	219.22	243.850	61390.488	1.0160	0.2810						Westerhold et al. 2011
198-1209B-24H-4,66-68	219.26	243.890	61397.045	1.0470	0.2650						Westerhold et al. 2011
198-1209B-24H-4,70-72	219.30	243.930	61403.603	1.0620	0.2990						Westerhold et al. 2011
198-1209B-24H-4,74-76	219.34	243.970	61410.160	0.9770	0.2490						Westerhold et al. 2011
198-1209B-24H-4,78-80	219.38	244.010	61416.717	1.0530	0.2110						Westerhold et al. 2011
198-1209B-24H-4,82-84	219.42	244.050	61423.275	1.0050	0.2430						Westerhold et al. 2011
198-1209B-24H-4,86-88	219.46	244.090	61429.832	1.0210	0.2670						Westerhold et al. 2011
198-1209B-24H-4,90-92	219.50	244.130	61436.390	1.2420	0.2220						Westerhold et al. 2011
198-1209B-24H-4,94-96	219.54	244.170	61442.947	1.1120	0.3960						Westerhold et al. 2011
198-1209B-24H-4,98-100	219.58	244.210	61449.504	1.0860	0.3480						Westerhold et al. 2011
198-1209B-24H-4,102-104	219.62	244.250	61456.062	1.0240	0.3800						Westerhold et al. 2011
198-1209B-24H-4,106-108	219.66	244.290	61462.619	0.9540	0.3900						Westerhold et al. 2011
198-1209B-24H-4,110-112	219.70	244.330	61469.177	1.0560	0.2600						Westerhold et al. 2011
198-1209B-24H-4,114-116	219.74	244.370	61475.734	0.9660	0.2600						Westerhold et al. 2011
198-1209B-24H-4,118-120	219.78	244.410	61482.291	1.1060	0.4210						Westerhold et al. 2011
198-1209B-24H-4,122-124	219.82	244.450	61488.849	1.0960	0.4400						Westerhold et al. 2011
198-1209B-24H-4,126-128	219.86	244.490	61495.406	1.0110	0.3990						Westerhold et al. 2011
198-1209B-24H-4,130-132	219.90	244.530	61501.964	0.9680	0.3610						Westerhold et al. 2011
198-1209B-24H-4,138-140	219.98	244.610	61515.078	0.9910	0.3610						Westerhold et al. 2011
198-1209B-24H-4,142-144	220.02	244.650	61521.636	0.9560	0.3680						Westerhold et al. 2011
198-1209B-24H-4,146-148	220.06	244.690	61528.193	0.8890	0.4150						Westerhold et al. 2011
198-1209B-24H-5,0-2	220.10	244.730	61534.751	0.8910	0.3750						Westerhold et al. 2011
198-1209B-24H-5,4-6	220.14	244.770	61541.308	0.9180	0.3930						Westerhold et al. 2011
198-1209B-24H-5,8-10	220.18	244.810	61547.865	0.7700	0.4960						Westerhold et al. 2011
198-1209B-24H-5,16-18	220.26	244.890	61560.980	0.6850	0.1980						Westerhold et al. 2011
198-1209B-24H-5,20-22	220.30	244.930	61567.538	0.7230	0.2330						Westerhold et al. 2011
198-1209B-24H-5,24-26	220.34	244.970	61574.095	0.8270	0.4950						Westerhold et al. 2011
198-1209B-24H-5,28-30	220.38	245.010	61580.653	0.9070	0.4290						Westerhold et al. 2011
198-1209B-24H-5,32-34	220.42	245.050	61587.210	0.8360	0.3640						Westerhold et al. 2011
198-1209B-24H-5,36-38	220.46	245.090	61593.767	0.8750	0.3740						Westerhold et al. 2011
198-1209B-24H-5,40-42	220.50	245.130	61600.325	0.8900	0.4640						Westerhold et al. 2011
198-1209B-24H-5,44-46	220.54	245.170	61606.882	0.8510	0.3140						Westerhold et al. 2011
198-1209B-24H-5,48-50	220.58	245.210	61613.440	0.7710	0.2860						Westerhold et al. 2011
198-1209B-24H-5,52-54	220.62	245.250	61619.997	0.8440	0.2910						Westerhold et al. 2011
198-1209B-24H-5,56-58	220.66	245.290	61626.554	0.7620	0.3780						Westerhold et al. 2011
198-1209B-24H-5,64-66	220.74	245.370	61639.669	0.7760	0.3090						Westerhold et al. 2011
198-1209B-24H-5,68-70	220.78	245.410	61646.227	0.5830	0.2220						Westerhold et al. 2011
198-1209B-24H-5,76-78	220.86	245.490	61659.341	0.6680	0.2110						Westerhold et al. 2011
198-1209B-24H-5,84-86	220.94	245.569	61672.292	0.8780	0.2300						Westerhold et al. 2011
198-1209B-24H-5,88-90	220.98	245.609	61678.850	0.8820	0.3060						Westerhold et al. 2011
198-1209B-24H-5,92-94	221.02	245.648	61685.118	0.8050	0.2790						Westerhold et al. 2011
198-1209B-24H-5,96-98	221.06	245.688	61691.547	0.6870	0.1690						Westerhold et al. 2011
198-1209B-24H-5,100-102	221.10	245.728	61697.977	0.5550	0.0780						Westerhold et al. 2011
198-1209B-24H-5,104-106	221.14	245.767	61704.245	0.6900	0.1790						Westerhold et al. 2011
198-1209B-24H-5,108-110	221.18	245.807	61710.675	0.7840	0.2870						Westerhold et al. 2011
198-1209B-24H-5,112-114	221.22	245.846	61716.943	0.7290	0.2350						Westerhold et al. 2011
198-1209B-24H-5,116-118	221.26	245.886	61723.373	0.6590	0.3460						Westerhold et al. 2011
198-1209B-24H-5,120-122	221.30	245.925	61729.641	0.6860	0.3780						Westerhold et al. 2011
198-1209B-24H-5,124-126	221.34	245.965	61736.070	0.8360	0.4090						Westerhold et al. 2011
198-1209B-24H-5,128-130	221.38	246.004	61742.339	0.6310	0.3030						Westerhold et al. 2011
198-1209B-24H-5,132-134	221.42	246.044	61748.768	0.6660	0.3180						Westerhold et al. 2011
198-1209B-24H-5,136-138	221.46	246.083	61755.037	0.5390	0.1660						Westerhold et al. 2011
198-1209B-24H-5,140-142	221.50	246.123	61761.466	0.6820	0.2610						Westerhold et al. 2011
198-1209B-24H-5,144-146	221.54	246.162	61767.735	0.8230	0.3590						Westerhold et al. 2011
198-1209B-24H-5,148-150	221.58	246.202	61774.164	0.8540	0.4220						Westerhold et al. 2011
198-1209B-24H-6,2-4	221.62	246.242	61780.593	0.7990	0.3970						Westerhold et al. 2011
198-1209B-24H-6,6-8	221.66	246.281	61786.862	0.8060	0.5300						Westerhold et al. 2011
198-1209B-24H-6,10-12	221.70	246.321	61793.291	0.8590	0.3870						Westerhold et al. 2011
198-1209B-24H-6,18-20	221.78	246.400	61805.989	0.8940	0.4740						Westerhold et al. 2011
198-1209B-24H-6,22-24	221.82	246.439	61812.258	0.8930	0.5530						Westerhold et al. 2011
198-1209B-24H-6,30-32	221.90	246.518	61824.956	0.9310	0.4460						Westerhold et al. 2011
198-1209B-24H-6,34-36	221.94	246.558	61831.385	0.9290	0.4400						Westerhold et al. 2011
198-1209B-24H-6,38-40	221.98	246.597	61837.653	0.9250	0.4910						Westerhold et al. 2011
198-1209B-24H-6,42-44	222.02	246.637	61844.083	0.7940	0.3030						Westerhold et al. 2011
198-1209B-24H-6,46-48	222.06	246.676	61850.351	0.7870	0.3420						Westerhold et al. 2011
198-1209B-24H-6,50-52	222.10	246.716	61856.781	0.7420	0.3420						Westerhold et al. 2011
198-1209B-24H-6,54-56	222.14	246.756	61863.210	0.6010	0.3260						Westerhold et al. 2011
198-1209B-24H-6,58-60	222.18	246.795	61869.479	0.7600	0.3570						Westerhold et al. 2011
198-1209B-24H-6,62-64	222.22	246.835	61875.908	0.7730	0.3760						Westerhold et al. 2011
198-1209B-24H-6,66-68	222.26	246.874	61882.176	0.7020	0.2830						Westerhold et al. 2011
198-1209B-24H-6,70-72	222.30	246.914	61888.606	0.7060	0.2930						Westerhold et al. 2011
198-1209B-24H-6,74-76	222.34	246.953	61894.874	0.8010	0.3460						Westerhold et al. 2011
198-1209B-24H-6,78-80	222.38	246.993	61901.304	0.7530	0.4490						Westerhold et al. 2011
198-1209B-24H-6,82-84	222.42	247.032	61907.572	0.7150	0.3340						Westerhold et al. 2011
198-1209B-24H-6,86-88	222.46	247.072	61914.001	0.8630	0.4090						Westerhold et al. 2011
198-1209B-24H-6,90-92	222.50	247.111	61920.270	0.7620	0.3660						Westerhold et al. 2011
198-1209B-24H-6,94-96	222.54	247.151	61926.699	0.8590	0.3100						Westerhold et al. 2011
198-1209B-24H-6,98-100	222.58	247.190	61932.968	0.8100	0.3900						Westerhold et al. 2011
198-1209B-24H-6,102-104	222.62	247.230	61939.397	0.8680	0.4800						Westerhold et al. 2011
198-1209C-14H-1,4-6	221.54	247.242	61941.326	0.9410	0.4540						Westerhold et al. 2011
198-1209B-24H-6,106-108	222.66	247.265	61945.641	0.8550	0.4770						Westerhold et al. 2011
198-1209C-14H-1,8-10	221.58	247.283	61949.019	0.8700	0.4450						Westerhold et al. 2011
198-1209B-24H-6,110-112	222.70	247.300	61952.208	0.8830	0.4990						Westerhold et al. 2011
198-1209C-14H-1,12-14	221.62	247.328	61957.462	0.8680	0.5560						Westerhold et al. 2011
198-1209B-24H-6,114-116	222.74	247.336	61958.963	0.8470	0.3930						Westerhold et al. 2011
198-1209B-24H-6,118-120	222.78	247.371	61965.530	0.8290	0.4270						Westerhold et al. 2011
198-1209C-14H-1,16-18	221.66	247.374	61966.093	0.7730	0.4070						Westerhold et al. 2011
198-1209B-24H-6,122-124	222.82	247.406	61972.097	0.6940	0.3170						Westerhold et al. 2011
198-1209C-14H-1,20-22	221.70	247.419	61974.536	0.6700	0.2360						Westerhold et al. 2011
198-1209B-24H-6,126-128	222.86	247.441	61978.664	0.6370	0.3270						Westerhold et al. 2011
198-1209C-14H-1,24-26	221.74	247.465	61983.167	0.6880	0.4010						Westerhold et al. 2011
198-1209B-24H-6,130-132	222.90	247.476	61985.231	0.6410	0.3350						Westerhold et al. 2011
198-1209B-24H-6,134-136	222.94	247.511	61991.798	0.6810	0.2960						Westerhold et al. 2011
198-1209C-14H-1,28-30	221.78	247.511	61991.798	0.7180	0.4580						Westerhold et al. 2011
198-1209B-24H-6,138-140	222.98	247.547	61998.553	0.6670	0.3750						Westerhold et al. 2011
198-1209C-14H-1,32-34	221.82	247.556	62000.241	0.7270	0.3540						Westerhold et al. 2011
198-1209B-24H-6,142-144	223.02	247.582	62005.120	0.5310	0.2970						Westerhold et al. 2011
198-1209C-14H-1,36-38	221.86	247.602	62008.872	0.4550	0.3260						Westerhold et al. 2011
198-1209B-24H-6,146-148	223.06	247.617	62011.687	0.5200	0.3720						Westerhold et al. 2011
198-1209C-14H-1,40-42	221.90	247.647	62017.316	0.4860	0.1720						Westerhold et al. 2011
198-1209B-24H-7,0-2	223.10	247.652	62018.254	0.5120	0.3100						Westerhold et al. 2011
198-1209B-24H-7,4-6	223.14	247.687	62024.821	0.3950	0.2680						Westerhold et al. 2011
198-1209C-14H-1,44-46	221.94	247.693	62025.947	0.3240	0.1630						Westerhold et al. 2011
198-1209B-24H-7,8-10	223.18	247.722	62031.388	0.4700	0.3020						Westerhold et al. 2011
198-1209B-24H-7,12-14	223.22	247.757	62037.955	0.5110	0.2860						Westerhold et al. 2011
198-1209C-14H-1,52-54	222.02	247.776	62041.520	0.5360	0.3010						Westerhold et al. 2011
198-1209B-24H-7,16-18	223.26	247.788	62043.771	0.5860	0.1520						Westerhold et al. 2011
198-1209C-14H-1,56-58	222.06	247.810	62047.899	0.5590	0.2860						Westerhold et al. 2011
198-1209B-24H-7,20-22	223.30	247.819	62049.588	0.6880	0.2190						Westerhold et al. 2011
198-1209C-14H-1,60-62	222.10	247.845	62054.466	0.6970	0.3010						Westerhold et al. 2011
198-1209B-24H-7,24-26	223.34	247.851	62055.592	0.5570	0.3200						Westerhold et al. 2011
198-1209C-14H-1,64-66	222.14	247.879	62060.845	0.6500	0.1980						Westerhold et al. 2011
198-1209B-24H-7,28-30	223.38	247.882	62061.408	0.5890	0.2810						Westerhold et al. 2011
198-1209C-14H-1,68-70	222.18	247.913	62067.225	0.6150	0.3050						Westerhold et al. 2011
198-1209B-24H-7,32-34	223.42	247.914	62067.412	0.4950	0.2410						Westerhold et al. 2011
198-1209B-24H-7,36-38	223.46	247.945	62073.229	0.3910	0.1640						Westerhold et al. 2011
198-1209C-14H-1,72-74	222.22	247.947	62073.604	0.5760	0.2580						Westerhold et al. 2011
198-1209B-24H-7,40-42	223.50	247.976	62079.045	0.4440	0.3020						Westerhold et al. 2011
198-1209C-14H-1,76-78	222.26	247.982	62080.171	0.4350	0.4190						Westerhold et al. 2011
198-1209B-24H-7,44-46	223.54	248.008	62085.050	0.3980	0.3230						Westerhold et al. 2011
198-1209C-14H-1,80-82	222.30	248.016	62086.551	0.4760	0.4130						Westerhold et al. 2011
198-1209B-24H-7,48-50	223.58	248.039	62090.866	0.2770	0.1390						Westerhold et al. 2011
198-1209C-14H-1,84-86	222.34	248.050	62092.930	0.3990	0.2050						Westerhold et al. 2011
198-1209B-24H-7,52-54	223.62	248.071	62097.769	0.3040	0.2080						Westerhold et al. 2011
198-1209C-14H-1,88-90	222.38	248.084	62100.764	0.2910	0.1240						Westerhold et al. 2011
198-1209B-24H-7,56-58	223.66	248.109	62106.525	0.2790	0.1920						Westerhold et al. 2011
198-1209C-14H-1,92-94	222.42	248.119	62108.829	0.4120	0.1580						Westerhold et al. 2011
198-1209B-24H-7,60-62	223.70	248.149	62115.742	0.5730	0.3080						Westerhold et al. 2011
198-1209C-14H-1,96-98	222.46	248.153	62116.664	0.5480	0.3810						Westerhold et al. 2011
198-1209C-14H-1,100-102	222.50	248.187	62124.498	0.7330	0.3910						Westerhold et al. 2011
198-1209C-14H-1,104-106	222.54	248.230	62134.406	0.8560	0.5090						Westerhold et al. 2011
198-1209C-14H-1,108-110	222.58	248.275	62144.775	0.8680	0.5140						Westerhold et al. 2011
198-1209C-14H-1,112-114	222.62	248.320	62155.145	0.8460	0.5520						Westerhold et al. 2011
198-1209C-14H-1,116-118	222.66	248.365	62165.514	0.9070	0.5630						Westerhold et al. 2011
198-1209C-14H-1,120-122	222.70	248.410	62175.883	0.9190	0.4710						Westerhold et al. 2011
198-1209C-14H-1,124-126	222.74	248.455	62186.252	0.8870	0.4060						Westerhold et al. 2011
198-1209C-14H-1,128-130	222.78	248.500	62196.621	0.9760	0.4370						Westerhold et al. 2011
198-1209C-14H-1,132-134	222.82	248.544	62206.760	0.9760	0.5660						Westerhold et al. 2011
198-1209C-14H-1,136-138	222.86	248.587	62216.668	0.8990	0.4640						Westerhold et al. 2011
198-1209C-14H-1,140-142	222.90	248.631	62226.807	0.9330	0.5010						Westerhold et al. 2011
198-1209C-14H-1,144-146	222.94	248.674	62236.715	0.9670	0.5160						Westerhold et al. 2011
198-1209C-14H-1,148-150	222.98	248.717	62246.623	0.9490	0.5600						Westerhold et al. 2011
198-1209C-14H-2,2-4	223.02	248.761	62256.762	0.8950	0.4410						Westerhold et al. 2011
198-1209C-14H-2,6-8	223.06	248.804	62266.670	0.9170	0.4970						Westerhold et al. 2011
198-1209C-14H-2,10-12	223.10	248.848	62276.809	0.9470	0.5820						Westerhold et al. 2011
198-1209C-14H-2,14-16	223.14	248.891	62286.717	0.8620	0.4930						Westerhold et al. 2011
198-1209C-14H-2,18-20	223.18	248.934	62296.625	0.9910	0.4630						Westerhold et al. 2011
198-1209C-14H-2,22-24	223.22	248.978	62306.764	0.7280	0.4130						Westerhold et al. 2011
198-1209C-14H-2,26-28	223.26	249.021	62316.672	0.9110	0.5080						Westerhold et al. 2011
198-1209C-14H-2,30-32	223.30	249.064	62326.580	0.8080	0.5050						Westerhold et al. 2011
198-1209C-14H-2,34-36	223.34	249.108	62336.719	0.8300	0.1330						Westerhold et al. 2011
198-1209C-14H-2,38-40	223.38	249.151	62346.627	0.9190	0.5450						Westerhold et al. 2011
198-1209C-14H-2,42-44	223.42	249.195	62356.766	0.9720	0.4110						Westerhold et al. 2011
198-1209C-14H-2,46-48	223.46	249.238	62366.674	0.9550	0.4540						Westerhold et al. 2011
198-1209C-14H-2,50-52	223.50	249.281	62376.582	0.8220	0.3200						Westerhold et al. 2011
198-1209C-14H-2,54-56	223.54	249.325	62386.721	0.8750	0.5000						Westerhold et al. 2011
198-1209C-14H-2,58-60	223.58	249.368	62396.629	0.8390	0.5350						Westerhold et al. 2011
198-1209C-14H-2,62-64	223.62	249.411	62406.537	0.7280	0.3080						Westerhold et al. 2011
198-1209C-14H-2,66-68	223.66	249.455	62416.676	0.7480	0.4680						Westerhold et al. 2011
198-1209C-14H-2,70-72	223.70	249.498	62426.584	0.7620	0.2680						Westerhold et al. 2011
198-1209C-14H-2,74-76	223.74	249.542	62436.723	0.8120	0.3770						Westerhold et al. 2011
198-1209C-14H-2,78-80	223.78	249.585	62446.631	0.6990	0.3700						Westerhold et al. 2011
198-1209C-14H-2,82-84	223.82	249.628	62456.540	0.7620	0.3910						Westerhold et al. 2011
198-1209C-14H-2,90-92	223.90	249.731	62480.273	0.6590	0.2420						Westerhold et al. 2011
198-1209C-14H-2,98-100	223.98	249.836	62504.468	0.7660	0.2780						Westerhold et al. 2011
198-1209C-14H-2,102-104	224.02	249.889	62518.613	0.6170	0.2530						Westerhold et al. 2011
198-1209C-14H-2,106-108	224.06	249.941	62534.062	0.7670	0.3540						Westerhold et al. 2011
198-1209C-14H-2,110-112	224.10	249.994	62549.807	0.8330	0.4350						Westerhold et al. 2011
198-1209C-14H-2,114-116	224.14	250.040	62563.473	0.6540	0.1650						Westerhold et al. 2011
198-1209B-25H-1,22-24	223.82	250.051	62566.741	0.7850	0.2930						Westerhold et al. 2011
198-1209C-14H-2,118-120	224.18	250.080	62575.356	0.6600	0.2880						Westerhold et al. 2011
198-1209B-25H-1,26-28	223.86	250.091	62578.624	0.5480	0.4320						Westerhold et al. 2011
198-1209C-14H-2,122-124	224.22	250.120	62587.239	0.7180	0.2910						Westerhold et al. 2011
198-1209B-25H-1,30-32	223.90	250.131	62590.507	0.6660	0.1030						Westerhold et al. 2011
198-1209C-14H-2,126-128	224.26	250.160	62599.123	0.7350	0.2630						Westerhold et al. 2011
198-1209B-25H-1,34-36	223.94	250.171	62602.390	0.7450	0.2360						Westerhold et al. 2011
198-1209C-14H-2,130-132	224.30	250.200	62611.006	0.6870	0.2610						Westerhold et al. 2011
198-1209B-25H-1,38-40	223.98	250.210	62613.977	0.8100	0.2370						Westerhold et al. 2011
198-1209C-14H-2,134-136	224.34	250.240	62622.889	0.9070	0.3050						Westerhold et al. 2011
198-1209B-25H-1,42-44	224.02	250.250	62625.860	0.9560	0.3390						Westerhold et al. 2011
198-1209C-14H-2,138-140	224.38	250.280	62634.772	0.8720	0.2410						Westerhold et al. 2011
198-1209B-25H-1,46-48	224.06	250.290	62637.743	0.8500	0.2130						Westerhold et al. 2011
198-1209C-14H-2,142-144	224.42	250.320	62646.656	0.8770	0.3210						Westerhold et al. 2011
198-1209B-25H-1,50-52	224.10	250.330	62649.626	0.8640	0.2670						Westerhold et al. 2011
198-1209C-14H-2,146-148	224.46	250.360	62658.539	0.8600	0.2160						Westerhold et al. 2011
198-1209B-25H-1,54-56	224.14	250.370	62661.510	0.8950	0.2740						Westerhold et al. 2011
198-1209B-25H-1,58-60	224.18	250.410	62673.393	0.9130	0.2590						Westerhold et al. 2011
198-1209B-25H-1,66-68	224.26	250.490	62697.160	0.9290	0.2820						Westerhold et al. 2011
198-1209B-25H-1,78-80	224.38	250.610	62732.809	0.9610	0.3090						Westerhold et al. 2011
198-1209B-25H-1,82-84	224.42	250.650	62744.693	0.9340	0.2200						Westerhold et al. 2011
198-1209B-25H-1,86-88	224.46	250.690	62756.576	1.0470	0.3310						Westerhold et al. 2011
198-1209B-25H-1,90-92	224.50	250.730	62768.459	0.9760	0.3410						Westerhold et al. 2011
198-1209B-25H-1,94-96	224.54	250.770	62780.342	0.9470	0.2610						Westerhold et al. 2011
198-1209B-25H-1,106-108	224.66	250.890	62815.992	0.7500	0.0930						Westerhold et al. 2011
198-1209B-25H-1,110-112	224.70	250.930	62827.875	0.8100	0.2670						Westerhold et al. 2011
198-1209B-25H-1,114-116	224.74	250.970	62839.759	0.7460	0.0910						Westerhold et al. 2011
198-1209B-25H-1,118-120	224.78	251.010	62851.642	0.7750	0.0480						Westerhold et al. 2011
198-1209B-25H-1,122-124	224.82	251.050	62863.525	0.6760	-0.0390						Westerhold et al. 2011
198-1209B-25H-1,126-128	224.86	251.090	62875.409	0.8350	0.1260						Westerhold et al. 2011
198-1209B-25H-1,130-132	224.90	251.130	62887.292	0.9030	0.1270						Westerhold et al. 2011
198-1209B-25H-1,134-136	224.94	251.170	62899.175	0.8980	0.2320						Westerhold et al. 2011
198-1209B-25H-1,138-140	224.98	251.210	62911.058	0.8930	0.2090						Westerhold et al. 2011
198-1209B-25H-1,142-144	225.02	251.250	62923.310	0.8570	0.0780						Westerhold et al. 2011
198-1209B-25H-1,146-148	225.06	251.290	62935.930	0.8460	0.0940						Westerhold et al. 2011
198-1209B-25H-2,0-2	225.10	251.330	62948.550	0.8630	0.1760						Westerhold et al. 2011
198-1209B-25H-2,4-6	225.14	251.370	62961.171	0.8610	0.1750						Westerhold et al. 2011
198-1209B-25H-2,8-10	225.18	251.410	62973.791	0.9790	0.1530						Westerhold et al. 2011
198-1209B-25H-2,12-14	225.22	251.450	62986.411	1.0050	0.2340						Westerhold et al. 2011
198-1209B-25H-2,16-18	225.26	251.490	62999.031	0.9470	0.1950						Westerhold et al. 2011
198-1209B-25H-2,20-22	225.30	251.530	63011.651	0.9290	0.1860						Westerhold et al. 2011
198-1209B-25H-2,24-26	225.34	251.570	63024.272	0.9730	0.1590						Westerhold et al. 2011
198-1209B-25H-2,28-30	225.38	251.610	63036.892	0.9190	0.1440						Westerhold et al. 2011
198-1209B-25H-2,32-34	225.42	251.650	63049.512	0.8740	0.1460						Westerhold et al. 2011
198-1209B-25H-2,36-38	225.46	251.690	63062.132	0.9450	0.1910						Westerhold et al. 2011
198-1209B-25H-2,40-42	225.50	251.730	63074.752	0.9830	0.2110						Westerhold et al. 2011
198-1209B-25H-2,44-46	225.54	251.770	63087.373	0.9840	0.2390						Westerhold et al. 2011
198-1209B-25H-2,48-50	225.58	251.810	63099.993	0.9000	0.1690						Westerhold et al. 2011
198-1209B-25H-2,52-54	225.62	251.850	63112.613	0.7960	0.0630						Westerhold et al. 2011
198-1209B-25H-2,56-58	225.66	251.890	63125.233	0.8110	0.1080						Westerhold et al. 2011
198-1209B-25H-2,60-62	225.70	251.930	63137.853	0.8490	0.0700						Westerhold et al. 2011
