"Date","Year","YearDay","Hours","RECORD","Flag_RECORD","Sitename","VWC_Avg_201_10cm","Flag_VWC_Avg_201_10cm","EC_Avg_201_10cm","Flag_EC_Avg_201_10cm","Soil_Temp_Avg_201_10cm","Flag_Soil_Temp_Avg_201_10cm","P_Avg_201_10cm","Flag_P_Avg_201_10cm","Period_Avg_201_10cm","Flag_Period_Avg_201_10cm","Voltage_Ratio_Avg_201_10cm","Flag_Voltage_Ratio_Avg_201_10cm","VWC_Avg_201_20cm","Flag_VWC_Avg_201_20cm","EC_Avg_201_20cm","Flag_EC_Avg_201_20cm","Soil_Temp_Avg_201_20cm","Flag_Soil_Temp_Avg_201_20cm","P_Avg_201_20cm","Flag_P_Avg_201_20cm","Period_Avg_201_20cm","Flag_Period_Avg_201_20cm","Voltage_Ratio_Avg_201_20cm","Flag_Voltage_Ratio_Avg_201_20cm","VWC_Avg_201_30cm","Flag_VWC_Avg_201_30cm","EC_Avg_201_30cm","Flag_EC_Avg_201_30cm","Soil_Temp_Avg_201_30cm","Flag_Soil_Temp_Avg_201_30cm","P_Avg_201_30cm","Flag_P_Avg_201_30cm","Period_Avg_201_30cm","Flag_Period_Avg_201_30cm","Voltage_Ratio_Avg_201_30cm","Flag_Voltage_Ratio_Avg_201_30cm","VWC_Avg_202_10cm","Flag_VWC_Avg_202_10cm","EC_Avg_202_10cm","Flag_EC_Avg_202_10cm","Soil_Temp_Avg_202_10cm","Flag_Soil_Temp_Avg_202_10cm","P_Avg_202_10cm","Flag_P_Avg_202_10cm","Period_Avg_202_10cm","Flag_Period_Avg_202_10cm","Voltage_Ratio_Avg_202_10cm","Flag_Voltage_Ratio_Avg_202_10cm","VWC_Avg_202_20cm","Flag_VWC_Avg_202_20cm","EC_Avg_202_20cm","Flag_EC_Avg_202_20cm","Soil_Temp_Avg_202_20cm","Flag_Soil_Temp_Avg_202_20cm","P_Avg_202_20cm","Flag_P_Avg_202_20cm","Period_Avg_202_20cm","Flag_Period_Avg_202_20cm","Voltage_Ratio_Avg_202_20cm","Flag_Voltage_Ratio_Avg_202_20cm","VWC_Avg_202_30cm","Flag_VWC_Avg_202_30cm","EC_Avg_202_30cm","Flag_EC_Avg_202_30cm","Soil_Temp_Avg_202_30cm","Flag_Soil_Temp_Avg_202_30cm","P_Avg_202_30cm","Flag_P_Avg_202_30cm","Period_Avg_202_30cm","Flag_Period_Avg_202_30cm","Voltage_Ratio_Avg_202_30cm","Flag_Voltage_Ratio_Avg_202_30cm","VwcCorr_Avg_201_10cm","Flag_VwcCorr_Avg_201_10cm","VwcCorr_Avg_201_20cm","Flag_VwcCorr_Avg_201_20cm","VwcCorr_Avg_201_30cm","Flag_VwcCorr_Avg_201_30cm","VwcCorr_Avg_202_10cm","Flag_VwcCorr_Avg_202_10cm","VwcCorr_Avg_202_20cm","Flag_VwcCorr_Avg_202_20cm","VwcCorr_Avg_202_30cm","Flag_VwcCorr_Avg_202_30cm"
2023-03-24,2023,83,23.9997,1319,"A",200,0.0482086,"A",0.0124,"A",16.2092,"A",3.719363,"A",2.0115,"A",1.0374,"A",0.079769,"A",0.0297,"A",16.3678,"A",4.99927,"A",2.1917,"A",1.0862,"A",0.074837,"A",0.0149,"A",16.5426,"A",4.794783,"A",2.1645,"A",1.0446,"A",0.0779474,"A",0.024,"A",13.6315,"A",4.92358,"A",2.1763,"A",1.0735,"A",0.0695773,"A",0.0211,"A",14.1947,"A",4.578589,"A",2.1204,"A",1.0618,"A",0.0943533,"A",0.0126,"A",14.6985,"A",5.613928,"A",2.2344,"A",1.0378,"A",0.013,"A",0.051,"A",0.045,"A",0.049,"A",0.039,"A",0.068,"A"
2023-03-25,2023,84,23.9997,1320,"A",200,0.0477782,"A",0.0121,"A",16.7832,"A",3.702491,"A",2.0089,"A",1.0365,"A",0.0793443,"A",0.0292,"A",16.4409,"A",4.981621,"A",2.1892,"A",1.0849,"A",0.0744005,"A",0.0146,"A",16.3393,"A",4.776771,"A",2.1621,"A",1.0437,"A",0.0772143,"A",0.0234,"A",13.6614,"A",4.893219,"A",2.1723,"A",1.0717,"A",0.0688709,"A",0.0205,"A",13.9369,"A",4.549694,"A",2.1163,"A",1.06,"A",0.0936041,"A",0.0122,"A",14.3064,"A",5.581976,"A",2.2306,"A",1.0366,"A",0.013,"A",0.05,"A",0.045,"A",0.048,"A",0.038,"A",0.067,"A"
2023-03-26,2023,85,23.9997,1321,"A",200,0.046786,"A",0.0114,"A",16.8982,"A",3.663272,"A",2.0028,"A",1.0344,"A",0.0791045,"A",0.029,"A",16.6411,"A",4.971644,"A",2.1878,"A",1.0842,"A",0.0743518,"A",0.0145,"A",16.4852,"A",4.77476,"A",2.1618,"A",1.0435,"A",0.0765945,"A",0.0229,"A",13.5704,"A",4.867543,"A",2.1688,"A",1.0703,"A",0.068403,"A",0.0202,"A",13.9104,"A",4.530575,"A",2.1138,"A",1.0592,"A",0.0932259,"A",0.012,"A",14.2746,"A",5.565858,"A",2.2287,"A",1.0358,"A",0.011,"A",0.05,"A",0.045,"A",0.047,"A",0.038,"A",0.066,"A"
2023-03-27,2023,86,23.9997,1322,"A",200,0.0462311,"A",0.0109,"A",17.6474,"A",3.64142,"A",1.9994,"A",1.033,"A",0.0790295,"A",0.0289,"A",17.0283,"A",4.968534,"A",2.1874,"A",1.0839,"A",0.0743035,"A",0.0144,"A",16.6701,"A",4.772768,"A",2.1614,"A",1.0432,"A",0.0765781,"A",0.0228,"A",14.3119,"A",4.866893,"A",2.1687,"A",1.0701,"A",0.0681955,"A",0.02,"A",14.272,"A",4.522099,"A",2.1126,"A",1.0588,"A",0.0929721,"A",0.0118,"A",14.403,"A",5.555048,"A",2.2274,"A",1.0354,"A",0.011,"A",0.05,"A",0.045,"A",0.047,"A",0.037,"A",0.066,"A"
2023-03-28,2023,87,23.9997,1323,"A",200,0.0450019,"A",0.0101,"A",17.6601,"A",3.592916,"A",1.9919,"A",1.0305,"A",0.0788217,"A",0.0287,"A",17.2375,"A",4.959885,"A",2.1862,"A",1.0832,"A",0.074334,"A",0.0144,"A",16.9217,"A",4.774028,"A",2.1616,"A",1.0431,"A",0.0766025,"A",0.0227,"A",14.889,"A",4.867911,"A",2.1687,"A",1.0697,"A",0.0682663,"A",0.0201,"A",14.7842,"A",4.524996,"A",2.113,"A",1.0589,"A",0.0930003,"A",0.0117,"A",14.8097,"A",5.556251,"A",2.2274,"A",1.0351,"A",0.009,"A",0.05,"A",0.045,"A",0.047,"A",0.037,"A",0.066,"A"
2023-03-29,2023,88,23.9997,1324,"A",200,0.0447229,"A",0.0094,"A",18.4392,"A",3.582051,"A",1.9897,"A",1.0283,"A",0.078745,"A",0.0284,"A",17.5927,"A",4.956716,"A",2.1855,"A",1.0824,"A",0.074347,"A",0.0142,"A",17.1124,"A",4.774561,"A",2.1615,"A",1.0427,"A",0.0766028,"A",0.0224,"A",15.3515,"A",4.867949,"A",2.1684,"A",1.0686,"A",0.0683001,"A",0.0199,"A",15.1386,"A",4.526375,"A",2.113,"A",1.0584,"A",0.0929921,"A",0.0117,"A",15.1134,"A",5.555906,"A",2.2273,"A",1.0349,"A",0.009,"A",0.05,"A",0.045,"A",0.047,"A",0.038,"A",0.066,"A"
2023-03-30,2023,89,23.9997,1325,"A",200,0.0449891,"A",0.0089,"A",20.527,"A",3.592264,"A",1.9909,"A",1.0267,"A",0.0797262,"A",0.0293,"A",19.2628,"A",4.997491,"A",2.1911,"A",1.085,"A",0.075009,"A",0.0146,"A",18.2054,"A",4.80188,"A",2.1651,"A",1.0437,"A",0.0777536,"A",0.0229,"A",17.2953,"A",4.915534,"A",2.1744,"A",1.0702,"A",0.0690095,"A",0.0202,"A",16.6493,"A",4.555357,"A",2.1168,"A",1.0594,"A",0.0934383,"A",0.0118,"A",16.1675,"A",5.574902,"A",2.2295,"A",1.0353,"A",0.009,"A",0.051,"A",0.045,"A",0.049,"A",0.038,"A",0.067,"A"
2023-03-31,2023,90,23.9997,1326,"A",200,0.043425,"A",0.0081,"A",19.9709,"A",3.530897,"A",1.9815,"A",1.0243,"A",0.0793181,"A",0.0287,"A",19.1882,"A",4.980518,"A",2.1886,"A",1.0833,"A",0.0751183,"A",0.0146,"A",18.519,"A",4.806396,"A",2.1656,"A",1.0438,"A",0.076813,"A",0.0222,"A",16.748,"A",4.876575,"A",2.1692,"A",1.068,"A",0.0689157,"A",0.0201,"A",16.5441,"A",4.551527,"A",2.1162,"A",1.0591,"A",0.0934983,"A",0.0117,"A",16.3815,"A",5.577463,"A",2.2297,"A",1.035,"A",0.007,"A",0.051,"A",0.046,"A",0.048,"A",0.038,"A",0.067,"A"
2023-04-01,2023,91,23.9997,1327,"A",200,0.0421819,"A",0.0075,"A",19.3661,"A",3.482254,"A",1.9741,"A",1.0228,"A",0.0786303,"A",0.0279,"A",18.7671,"A",4.951943,"A",2.1844,"A",1.0809,"A",0.0748343,"A",0.0145,"A",18.3581,"A",4.794675,"A",2.1641,"A",1.0434,"A",0.0758058,"A",0.0214,"A",16.3728,"A",4.834958,"A",2.1636,"A",1.0655,"A",0.0684256,"A",0.0198,"A",16.244,"A",4.531505,"A",2.1135,"A",1.0581,"A",0.0931879,"A",0.0115,"A",16.2394,"A",5.564246,"A",2.2281,"A",1.0346,"A",0.006,"A",0.05,"A",0.045,"A",0.046,"A",0.038,"A",0.066,"A"
2023-04-02,2023,92,23.9997,1328,"A",200,0.0427254,"A",0.0075,"A",21.6412,"A",3.503504,"A",1.9771,"A",1.0228,"A",0.0791903,"A",0.0285,"A",20.0445,"A",4.975224,"A",2.1878,"A",1.0827,"A",0.0751004,"A",0.0146,"A",18.9821,"A",4.805659,"A",2.1655,"A",1.0437,"A",0.0765542,"A",0.0218,"A",18.3397,"A",4.865891,"A",2.1676,"A",1.0667,"A",0.0687382,"A",0.02,"A",17.5009,"A",4.544271,"A",2.1153,"A",1.0588,"A",0.0933412,"A",0.0116,"A",16.986,"A",5.570769,"A",2.2288,"A",1.0346,"A",0.006,"A",0.05,"A",0.046,"A",0.047,"A",0.038,"A",0.067,"A"
2023-04-03,2023,93,23.9997,1329,"A",200,0.0418614,"A",0.007,"A",22.1946,"A",3.469561,"A",1.9719,"A",1.0212,"A",0.07956,"A",0.0287,"A",20.9024,"A",4.990578,"A",2.1898,"A",1.0835,"A",0.0756312,"A",0.0149,"A",19.8388,"A",4.827593,"A",2.1684,"A",1.0445,"A",0.0764499,"A",0.0215,"A",18.9628,"A",4.861541,"A",2.1669,"A",1.066,"A",0.069173,"A",0.0203,"A",18.2868,"A",4.562049,"A",2.1176,"A",1.0594,"A",0.0937776,"A",0.0116,"A",17.7854,"A",5.589365,"A",2.2309,"A",1.0348,"A",0.005,"A",0.051,"A",0.046,"A",0.047,"A",0.039,"A",0.067,"A"
2023-04-04,2023,94,23.9997,1330,"A",200,0.0401006,"A",0.0063,"A",21.2383,"A",3.400586,"A",1.9614,"A",1.0189,"A",0.0791196,"A",0.0282,"A",20.8266,"A",4.972239,"A",2.1871,"A",1.0817,"A",0.075689,"A",0.0148,"A",20.1449,"A",4.829982,"A",2.1686,"A",1.0444,"A",0.0753242,"A",0.0207,"A",18.196,"A",4.81493,"A",2.1606,"A",1.0634,"A",0.069119,"A",0.0202,"A",18.2368,"A",4.559835,"A",2.1173,"A",1.0592,"A",0.0939268,"A",0.0116,"A",18.0583,"A",5.595726,"A",2.2315,"A",1.0346,"A",0.003,"A",0.05,"A",0.046,"A",0.046,"A",0.038,"A",0.067,"A"
2023-04-05,2023,95,23.9997,1331,"A",200,0.0375246,"A",0.0056,"A",17.8849,"A",3.30035,"A",1.9461,"A",1.017,"A",0.0768459,"A",0.0256,"A",18.3863,"A",4.877911,"A",2.1736,"A",1.0744,"A",0.0745054,"A",0.014,"A",18.7973,"A",4.781109,"A",2.1621,"A",1.042,"A",0.0721684,"A",0.0184,"A",15.1809,"A",4.684954,"A",2.1432,"A",1.0564,"A",0.0675334,"A",0.019,"A",15.9366,"A",4.49509,"A",2.1083,"A",1.0558,"A",0.0928175,"A",0.0111,"A",16.6119,"A",5.548483,"A",2.226,"A",1.0332,"A",0,"E",0.048,"A",0.045,"A",0.042,"A",0.037,"A",0.066,"A"
2023-04-06,2023,96,23.9997,1332,"A",200,0.0380009,"A",0.0057,"A",19.2194,"A",3.318938,"A",1.9488,"A",1.0171,"A",0.0765011,"A",0.0251,"A",18.5124,"A",4.863646,"A",2.1714,"A",1.0729,"A",0.0738719,"A",0.0136,"A",18.3255,"A",4.754972,"A",2.1586,"A",1.0406,"A",0.0721915,"A",0.0184,"A",16.6196,"A",4.685954,"A",2.1433,"A",1.0564,"A",0.0670566,"A",0.0187,"A",16.3368,"A",4.475647,"A",2.1057,"A",1.055,"A",0.0921603,"A",0.0109,"A",16.4186,"A",5.520515,"A",2.2228,"A",1.0326,"A",0,"E",0.047,"A",0.044,"A",0.042,"A",0.036,"A",0.065,"A"
2023-04-07,2023,97,23.9997,1333,"A",200,0.0384986,"A",0.0056,"A",21.1418,"A",3.338232,"A",1.9517,"A",1.0171,"A",0.0771965,"A",0.0256,"A",19.8111,"A",4.89244,"A",2.1752,"A",1.0742,"A",0.0742113,"A",0.0137,"A",19.0281,"A",4.768963,"A",2.1603,"A",1.041,"A",0.0728257,"A",0.0187,"A",18.4359,"A",4.712008,"A",2.1466,"A",1.0573,"A",0.0676026,"A",0.0191,"A",17.6894,"A",4.497905,"A",2.1088,"A",1.0561,"A",0.0924811,"A",0.011,"A",17.2949,"A",5.534152,"A",2.2244,"A",1.0328,"A",0.001,"A",0.048,"A",0.045,"A",0.043,"A",0.037,"A",0.066,"A"
2023-04-08,2023,98,23.9997,1334,"A",200,0.0385944,"A",0.0056,"A",22.2439,"A",3.342008,"A",1.9522,"A",1.0169,"A",0.0776017,"A",0.0259,"A",20.7123,"A",4.909247,"A",2.1775,"A",1.0752,"A",0.074649,"A",0.0139,"A",19.736,"A",4.787022,"A",2.1627,"A",1.0416,"A",0.0728506,"A",0.0185,"A",19.407,"A",4.713036,"A",2.1466,"A",1.0569,"A",0.0679978,"A",0.0193,"A",18.5533,"A",4.514031,"A",2.1109,"A",1.0567,"A",0.0928633,"A",0.011,"A",18.0542,"A",5.550417,"A",2.2262,"A",1.0329,"A",0.001,"A",0.049,"A",0.045,"A",0.043,"A",0.037,"A",0.066,"A"
2023-04-09,2023,99,23.9997,1335,"A",200,0.0389052,"A",0.0055,"A",23.8306,"A",3.354088,"A",1.9539,"A",1.0167,"A",0.0783162,"A",0.0265,"A",21.9823,"A",4.938888,"A",2.1816,"A",1.0769,"A",0.0753048,"A",0.0141,"A",20.6682,"A",4.814103,"A",2.1661,"A",1.0423,"A",0.0732666,"A",0.0187,"A",21.0549,"A",4.730152,"A",2.1488,"A",1.0572,"A",0.0686246,"A",0.0197,"A",19.8309,"A",4.539636,"A",2.1144,"A",1.0577,"A",0.0933807,"A",0.011,"A",19.0177,"A",5.57245,"A",2.2286,"A",1.0331,"A",0.001,"A",0.049,"A",0.046,"A",0.043,"A",0.038,"A",0.067,"A"
2023-04-10,2023,100,23.9997,1336,"A",200,0.038767,"A",0.0053,"A",24.7676,"A",3.34871,"A",1.953,"A",1.0162,"A",0.0786867,"A",0.0267,"A",22.8196,"A",4.954282,"A",2.1836,"A",1.0776,"A",0.0758514,"A",0.0144,"A",21.4341,"A",4.836699,"A",2.169,"A",1.0431,"A",0.0731993,"A",0.0183,"A",22.1377,"A",4.727387,"A",2.1482,"A",1.0562,"A",0.0691831,"A",0.02,"A",20.7857,"A",4.562468,"A",2.1174,"A",1.0586,"A",0.0939396,"A",0.0111,"A",19.8874,"A",5.596276,"A",2.2312,"A",1.0332,"A",0.001,"A",0.05,"A",0.047,"A",0.043,"A",0.039,"A",0.067,"A"
2023-04-11,2023,101,23.9997,1337,"A",200,0.0389419,"A",0.0053,"A",26.3245,"A",3.355491,"A",1.954,"A",1.016,"A",0.0792818,"A",0.0273,"A",24.0857,"A",4.979014,"A",2.1871,"A",1.0793,"A",0.0764891,"A",0.0147,"A",22.4229,"A",4.863081,"A",2.1724,"A",1.044,"A",0.0732333,"A",0.0181,"A",23.4659,"A",4.728758,"A",2.1481,"A",1.0556,"A",0.069726,"A",0.0203,"A",21.9756,"A",4.58468,"A",2.1204,"A",1.0595,"A",0.0945202,"A",0.0113,"A",20.9153,"A",5.621048,"A",2.234,"A",1.0337,"A",0.001,"A",0.051,"A",0.047,"A",0.043,"A",0.039,"A",0.068,"A"
2023-04-12,2023,102,23.9997,1338,"A",200,0.0386908,"A",0.0051,"A",27.1081,"A",3.34567,"A",1.9524,"A",1.0155,"A",0.0795819,"A",0.0275,"A",24.9486,"A",4.99149,"A",2.1887,"A",1.0799,"A",0.0770904,"A",0.015,"A",23.2851,"A",4.887987,"A",2.1757,"A",1.045,"A",0.0727246,"A",0.0177,"A",24.1806,"A",4.707798,"A",2.1453,"A",1.0542,"A",0.0702011,"A",0.0205,"A",22.7613,"A",4.604134,"A",2.123,"A",1.0602,"A",0.0950695,"A",0.0113,"A",21.7218,"A",5.644508,"A",2.2366,"A",1.0338,"A",0.001,"A",0.051,"A",0.048,"A",0.043,"A",0.04,"A",0.069,"A"
2023-04-13,2023,103,23.9997,1339,"A",200,0.0378563,"A",0.0048,"A",26.9454,"A",3.313048,"A",1.9475,"A",1.0145,"A",0.0794706,"A",0.0272,"A",25.3251,"A",4.986834,"A",2.1879,"A",1.079,"A",0.0774438,"A",0.0152,"A",23.885,"A",4.902635,"A",2.1775,"A",1.0454,"A",0.0720436,"A",0.0172,"A",24.5766,"A",4.679758,"A",2.1415,"A",1.0526,"A",0.0705097,"A",0.0206,"A",23.3328,"A",4.616777,"A",2.1246,"A",1.0604,"A",0.095489,"A",0.0113,"A",22.3626,"A",5.662436,"A",2.2385,"A",1.0339,"A",-0.001,"E",0.051,"A",0.048,"A",0.042,"A",0.04,"A",0.069,"A"
2023-04-14,2023,104,23.9997,1340,"A",200,0.0364495,"A",0.0044,"A",25.4069,"A",3.258386,"A",1.939,"A",1.0132,"A",0.078359,"A",0.0259,"A",24.4867,"A",4.940637,"A",2.1812,"A",1.075,"A",0.0770605,"A",0.0149,"A",23.62,"A",4.886749,"A",2.1754,"A",1.0447,"A",0.069867,"A",0.0157,"A",22.754,"A",4.590466,"A",2.1294,"A",1.048,"A",0.0699349,"A",0.0201,"A",22.4245,"A",4.593232,"A",2.1213,"A",1.0591,"A",0.0952442,"A",0.0112,"A",22.0683,"A",5.651974,"A",2.2373,"A",1.0336,"A",-0.002,"E",0.05,"A",0.048,"A",0.039,"A",0.039,"A",0.069,"A"
2023-04-15,2023,105,23.9997,1341,"A",200,0.0360201,"A",0.0042,"A",25.1294,"A",3.24185,"A",1.9363,"A",1.0128,"A",0.0774023,"A",0.0248,"A",23.9333,"A",4.900961,"A",2.1755,"A",1.072,"A",0.0764988,"A",0.0146,"A",23.1496,"A",4.863483,"A",2.1724,"A",1.0438,"A",0.0683318,"A",0.0148,"A",22.3184,"A",4.527733,"A",2.121,"A",1.0452,"A",0.0691396,"A",0.0195,"A",21.7383,"A",4.560687,"A",2.1168,"A",1.0573,"A",0.0945602,"A",0.011,"A",21.4505,"A",5.622762,"A",2.234,"A",1.0329,"A",-0.003,"E",0.048,"A",0.047,"A",0.038,"A",0.039,"A",0.068,"A"
2023-04-16,2023,106,23.9997,1342,"A",200,0.03555,"A",0.0041,"A",25.0428,"A",3.223628,"A",1.9335,"A",1.0123,"A",0.0769117,"A",0.0241,"A",23.8533,"A",4.880639,"A",2.1724,"A",1.07,"A",0.0762287,"A",0.0145,"A",23.0651,"A",4.852308,"A",2.171,"A",1.0434,"A",0.0676333,"A",0.0143,"A",22.5903,"A",4.499249,"A",2.1171,"A",1.0437,"A",0.0687765,"A",0.0193,"A",21.8392,"A",4.545844,"A",2.1148,"A",1.0567,"A",0.0942966,"A",0.0109,"A",21.4518,"A",5.611508,"A",2.2327,"A",1.0326,"A",-0.003,"E",0.048,"A",0.047,"A",0.037,"A",0.038,"A",0.068,"A"
2023-04-17,2023,107,23.9997,1343,"A",200,0.0357935,"A",0.0041,"A",26.415,"A",3.233027,"A",1.9349,"A",1.0123,"A",0.0770136,"A",0.024,"A",24.6906,"A",4.884856,"A",2.1729,"A",1.0698,"A",0.0764022,"A",0.0145,"A",23.4975,"A",4.859485,"A",2.1718,"A",1.0435,"A",0.0674772,"A",0.0141,"A",23.6415,"A",4.492851,"A",2.1162,"A",1.0431,"A",0.0690286,"A",0.0194,"A",22.6339,"A",4.556144,"A",2.1161,"A",1.057,"A",0.0944331,"A",0.0109,"A",21.9958,"A",5.617331,"A",2.2333,"A",1.0326,"A",-0.003,"E",0.048,"A",0.047,"A",0.037,"A",0.038,"A",0.068,"A"
2023-04-18,2023,108,23.9997,1344,"A",200,0.0355836,"A",0.0039,"A",27.0979,"A",3.224833,"A",1.9336,"A",1.0119,"A",0.0770805,"A",0.024,"A",25.4033,"A",4.887616,"A",2.1732,"A",1.0696,"A",0.0767065,"A",0.0147,"A",24.1009,"A",4.872083,"A",2.1735,"A",1.044,"A",0.0668747,"A",0.0136,"A",24.1705,"A",4.468257,"A",2.1128,"A",1.0416,"A",0.0692154,"A",0.0195,"A",23.1995,"A",4.56378,"A",2.1172,"A",1.0572,"A",0.0946734,"A",0.0109,"A",22.5108,"A",5.627585,"A",2.2344,"A",1.0327,"A",-0.004,"E",0.048,"A",0.048,"A",0.036,"A",0.039,"A",0.069,"A"
2023-04-19,2023,109,23.9997,1345,"A",200,0.0349317,"A",0.0038,"A",26.8991,"A",3.199558,"A",1.9297,"A",1.0114,"A",0.0765251,"A",0.0235,"A",25.4478,"A",4.864608,"A",2.17,"A",1.0682,"A",0.0767256,"A",0.0147,"A",24.3127,"A",4.872872,"A",2.1736,"A",1.044,"A",0.0656981,"A",0.0129,"A",23.9385,"A",4.420359,"A",2.1063,"A",1.0395,"A",0.0689942,"A",0.0193,"A",23.1283,"A",4.554735,"A",2.1159,"A",1.0567,"A",0.0946266,"A",0.0108,"A",22.592,"A",5.625589,"A",2.2342,"A",1.0325,"A",-0.004,"E",0.047,"A",0.048,"A",0.034,"A",0.038,"A",0.068,"A"
2023-04-20,2023,110,23.9997,1346,"A",200,0.0342604,"A",0.0036,"A",26.5004,"A",3.173602,"A",1.9256,"A",1.0109,"A",0.0757099,"A",0.0227,"A",25.1949,"A",4.830892,"A",2.1653,"A",1.0659,"A",0.0765793,"A",0.0145,"A",24.2447,"A",4.866814,"A",2.1727,"A",1.0435,"A",0.0644987,"A",0.0122,"A",23.6388,"A",4.371656,"A",2.0997,"A",1.0373,"A",0.0685695,"A",0.0191,"A",22.9138,"A",4.53738,"A",2.1135,"A",1.0559,"A",0.0944168,"A",0.0107,"A",22.4883,"A",5.616635,"A",2.2331,"A",1.0322,"A",-0.005,"E",0.046,"A",0.047,"A",0.033,"A",0.038,"A",0.068,"A"
2023-04-21,2023,111,23.9997,1347,"A",200,0.033518,"A",0.0034,"A",25.8792,"A",3.144892,"A",1.9212,"A",1.0105,"A",0.0748391,"A",0.0218,"A",24.8244,"A",4.794916,"A",2.1601,"A",1.0633,"A",0.0762545,"A",0.0143,"A",24.0594,"A",4.853371,"A",2.1709,"A",1.0428,"A",0.0633966,"A",0.0115,"A",23.2944,"A",4.326966,"A",2.0935,"A",1.0352,"A",0.0682399,"A",0.0188,"A",22.7299,"A",4.523918,"A",2.1117,"A",1.0551,"A",0.0942266,"A",0.0107,"A",22.4045,"A",5.608521,"A",2.2322,"A",1.032,"A",-0.006,"E",0.045,"A",0.047,"A",0.032,"A",0.037,"A",0.068,"A"
2023-04-22,2023,112,23.9997,1348,"A",200,0.0336189,"A",0.0034,"A",26.8138,"A",3.148824,"A",1.9217,"A",1.0104,"A",0.0745291,"A",0.0213,"A",25.1842,"A",4.78213,"A",2.1581,"A",1.0618,"A",0.0761496,"A",0.0142,"A",24.1249,"A",4.849031,"A",2.1703,"A",1.0424,"A",0.0630048,"A",0.0112,"A",24.1632,"A",4.311114,"A",2.0913,"A",1.0342,"A",0.0681269,"A",0.0187,"A",23.1448,"A",4.519304,"A",2.111,"A",1.0548,"A",0.0941038,"A",0.0107,"A",22.5656,"A",5.603281,"A",2.2316,"A",1.0319,"A",-0.006,"E",0.045,"A",0.047,"A",0.031,"A",0.037,"A",0.068,"A"
2023-04-23,2023,113,23.9997,1349,"A",200,0.0330759,"A",0.0033,"A",26.6419,"A",3.127737,"A",1.9185,"A",1.01,"A",0.0741803,"A",0.0209,"A",25.4721,"A",4.767721,"A",2.156,"A",1.0605,"A",0.0762985,"A",0.0142,"A",24.4901,"A",4.855191,"A",2.1711,"A",1.0425,"A",0.0623153,"A",0.0108,"A",24.3209,"A",4.283186,"A",2.0875,"A",1.033,"A",0.0682156,"A",0.0187,"A",23.5223,"A",4.522923,"A",2.1115,"A",1.0549,"A",0.0943346,"A",0.0106,"A",22.9653,"A",5.613125,"A",2.2327,"A",1.0319,"A",-0.007,"E",0.045,"A",0.047,"A",0.03,"A",0.037,"A",0.068,"A"
2023-04-24,2023,114,23.9997,1350,"A",200,0.0331423,"A",0.0033,"A",27.0048,"A",3.130305,"A",1.9188,"A",1.0099,"A",0.0735972,"A",0.0204,"A",25.5743,"A",4.74368,"A",2.1527,"A",1.0591,"A",0.0762337,"A",0.0141,"A",24.5386,"A",4.852508,"A",2.1707,"A",1.0423,"A",0.0617165,"A",0.0105,"A",24.6296,"A",4.25897,"A",2.0841,"A",1.0319,"A",0.0681621,"A",0.0186,"A",23.716,"A",4.520735,"A",2.1111,"A",1.0545,"A",0.0943174,"A",0.0107,"A",23.1176,"A",5.612388,"A",2.2326,"A",1.0319,"A",-0.007,"E",0.044,"A",0.047,"A",0.03,"A",0.037,"A",0.068,"A"
2023-04-25,2023,115,23.9997,1351,"A",200,0.0330952,"A",0.0033,"A",27.3424,"A",3.128513,"A",1.9185,"A",1.0099,"A",0.0731674,"A",0.0199,"A",25.8581,"A",4.725985,"A",2.1501,"A",1.0577,"A",0.0762599,"A",0.0141,"A",24.7574,"A",4.853593,"A",2.1707,"A",1.0421,"A",0.0610085,"A",0.0101,"A",24.7722,"A",4.230388,"A",2.0802,"A",1.0307,"A",0.0680618,"A",0.0184,"A",23.8665,"A",4.516642,"A",2.1104,"A",1.0541,"A",0.0943608,"A",0.0106,"A",23.267,"A",5.614242,"A",2.2328,"A",1.0319,"A",-0.007,"E",0.043,"A",0.047,"A",0.029,"A",0.037,"A",0.068,"A"
2023-04-26,2023,116,23.9997,1352,"A",200,0.0325578,"A",0.0031,"A",26.7881,"A",3.107767,"A",1.9153,"A",1.0095,"A",0.0724342,"A",0.0193,"A",25.6865,"A",4.695814,"A",2.1459,"A",1.0558,"A",0.0761398,"A",0.014,"A",24.7824,"A",4.848624,"A",2.1701,"A",1.0419,"A",0.0600826,"A",0.0095,"A",24.4241,"A",4.19305,"A",2.075,"A",1.029,"A",0.067764,"A",0.0182,"A",23.7264,"A",4.504489,"A",2.1087,"A",1.0534,"A",0.0942675,"A",0.0106,"A",23.2527,"A",5.610263,"A",2.2323,"A",1.0317,"A",-0.007,"E",0.043,"A",0.047,"A",0.028,"A",0.037,"A",0.068,"A"
